Date,priceUSD,size,sentbyaddress,transactions,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,marketcap,transactionvalue,mediantransactionvalue,tweets,google_trends,fee_to_reward,activeaddresses,top100cap
5/20/2016,441.529,781575,274483,209247,1.19,710545520,0.109,0.0511,9.664,6865494387,4496,132.37,21015,9.245,1.367,397298,18.43
5/21/2016,442.068,891215,260801,191320,1.197,551523877,0.131,0.0477,10.213,6875520657,3639,113.54,18208,7.886,1.588,415312,18.469
5/22/2016,441.268,603499,252107,184164,1.237,520670205,0.104,0.0461,7.826,6864643117,3613,107.369,20846,8.158,0.931,393300,18.473
5/23/2016,441.669,646188,300753,222574,1.113,717658537,0.109,0.0462,8,6872915875,4230,130.167,25025,8.702,1.203,437689,18.527
5/24/2016,445.089,849884,312870,246370,1.109,833836164,0.108,0.047,9.796,6928125675,4536,118.229,25558,8.702,1.595,462383,18.577
5/25/2016,448.097,870456,312886,247703,1.155,1245321409,0.108,0.0518,10.435,6976604850,6038,118.198,25514,8.973,1.707,450438,18.747
5/26/2016,450.845,820396,291764,219956,1.125,1368033643,0.114,0.0521,10.667,7020943606,7431,139.342,25096,8.43,1.623,413798,18.826
5/27/2016,472.112,948048,306728,215157,1.276,1724155190,0.156,0.064,10.36,7353714541,9042,150.604,22418,9.517,2.001,456557,19.088
5/28/2016,496.908,863282,281494,192921,1.177,1594980088,0.135,0.0653,10.827,7741680588,9433,138.155,20785,11.965,1.551,436334,19.19
5/29/2016,522.366,679996,252561,178595,1.32,1090226164,0.14,0.0649,9.796,8140045217,8006,139.838,21179,12.78,1.29,369009,19.381
5/30/2016,533.135,891660,297260,211224,1.457,904588186,0.146,0.0619,10,8309822108,5666,126.556,23116,12.78,1.583,492783,19.673
5/31/2016,535.416,866937,292466,215122,1.215,1116769826,0.13,0.0622,11.339,8347298190,6367,151.827,22168,13.324,1.623,435775,19.81
6/1/2016,532.201,839229,307193,234241,1.539,929754823,0.128,0.0618,10.07,8298856934,5354,121.691,24322,11.149,1.548,450917,19.829
6/2/2016,534.594,826756,296969,230961,1.276,998839950,0.135,0.064,10.435,8338093998,5414,116.842,25664,9.789,1.669,439406,19.576
6/3/2016,551.979,832476,304099,234527,1.429,822002409,0.129,0.0642,10.141,8611141989,4555,130.044,25989,11.149,1.518,443089,19.64
6/4/2016,571.159,840473,262486,196546,1.282,659106024,0.135,0.0604,12.101,8912390886,4332,126.434,22507,11.965,1.538,410980,19.594
6/5/2016,573.875,611143,262657,189632,1.731,810825694,0.134,0.0617,8.471,8956483388,5531,129.065,24256,10.877,1.029,410251,19.537
6/6/2016,580.536,705374,309392,221001,1.49,907538925,0.137,0.0615,8.471,9062912616,5148,148.047,25168,11.149,1.213,446221,19.463
6/7/2016,579.599,803520,318170,230876,1.397,988193343,0.132,0.0614,10.286,9050746887,5375,147.721,25479,11.421,1.479,442725,19.467
6/8/2016,574.524,802157,309831,229789,1.462,951443438,0.126,0.0618,10,8973504802,5002,148.887,25213,10.333,1.382,432718,19.347
6/9/2016,574.28,720538,329488,236188,1.562,987039082,0.129,0.0617,8.727,8971760175,5084,160.8,23455,10.061,1.275,464860,19.338
6/10/2016,573.047,822570,316057,228223,1.437,1103171341,0.133,0.0615,10,8954865027,5771,171.654,23436,9.789,1.447,456051,19.453
6/11/2016,579.549,696038,290012,213003,1.542,913061730,0.126,0.0603,9.231,9058554474,5144,157.753,20546,10.605,1.173,414577,19.426
6/12/2016,638.456,829965,294699,210565,1.592,1550049716,0.159,0.0638,9.863,9981775022,8574,157.646,25917,15.228,1.417,443702,19.35
6/13/2016,686.885,915520,340273,251193,1.885,1569593051,0.175,0.0739,8.944,10741437940,7529,184.923,27242,18.491,1.563,501460,19.274
6/14/2016,685.852,955117,328933,246697,1.56,1325293748,0.192,0.103,10.909,10728039297,6559,171.5,23970,15.5,2.05,474058,19.349
6/15/2016,682.671,917067,355138,259050,1.949,1277023446,0.22,0.122,9.474,10680537717,6113,169.974,24561,13.596,2.148,497380,19.289
6/16/2016,734.99,957621,358255,267721,1.857,1614440592,0.226,0.117,9.664,11501872798,7667,209.84,26795,17.131,2.163,503551,19.183
6/17/2016,744.823,930671,351130,253603,1.944,1605289556,0.232,0.119,9.664,11658519372,8138,193.031,26724,16.587,2.075,509363,19.12
6/18/2016,748.164,867645,320932,235159,2.119,1360150778,0.225,0.12,9.114,11713617009,7450,159.051,20862,14.412,1.757,495933,19.091
6/19/2016,753.295,723025,302078,218121,1.94,1189229337,0.218,0.136,8.136,11796923421,6932,150.866,20799,13.596,1.408,443893,19.04
6/20/2016,747.682,780210,341587,249170,1.862,1522315501,0.23,0.135,8.78,11712326841,7932,192.185,27198,14.412,1.839,469212,19.077
6/21/2016,681.946,914827,344972,248015,1.658,1548114419,0.21,0.0962,9.664,10685379671,7825,208.464,27064,15.5,2.008,518259,19.169
6/22/2016,649.939,945561,327199,235512,1.469,1425769047,0.218,0.116,11.163,10186275903,7476,233.783,25119,14.684,2.388,461509,19.393
6/23/2016,588.926,919713,340175,241160,1.471,1537726813,0.184,0.094,10.286,9231949637,7707,184.295,24183,14.412,2.107,496189,19.276
6/24/2016,652.469,942594,335486,237496,1.591,1533267389,0.204,0.113,11.163,10230318989,7672,216.648,26403,21.21,2.248,469900,19.269
6/25/2016,669.287,792515,300669,206757,1.771,1072219711,0.197,0.107,8.889,10496178979,7024,165.975,20205,14.956,1.485,491143,19.225
6/26/2016,640.632,762149,277262,181202,1.504,859651597,0.192,0.1,9.863,10049382873,6426,140.997,20500,12.237,1.467,453212,19.227
6/27/2016,637.878,777125,288396,216882,1.534,1035725984,0.182,0.0957,9.796,10008507423,6372,162.682,23913,13.596,1.655,404257,19.123
6/28/2016,647.563,759950,306081,212459,1.585,932141489,0.178,0.0878,9.73,10162849953,5681,161.826,23816,12.78,1.554,431494,19.112
6/29/2016,633.786,764476,294078,223966,1.587,877645426,0.175,0.0859,9.863,9948974840,5617,183.789,23872,11.149,1.663,410086,19.181
6/30/2016,651.127,797428,308116,231810,1.564,995713523,0.176,0.0883,9.6,10223574118,5846,195.127,23132,12.509,1.64,442083,19.104
7/1/2016,674.251,749268,282202,205646,1.532,1061218002,0.189,0.0906,9.29,10589176604,6712,185.15,23027,11.832,1.468,449855,19.103
7/2/2016,683.826,694734,261873,198726,1.722,1009740048,0.182,0.0927,9.664,10742208270,7391,186.925,23595,11.011,1.402,408449,19.075
7/3/2016,673.449,614566,246744,176973,1.657,875462436,0.173,0.0881,9.351,10581703695,6596,152.129,20287,11.897,1.168,383963,19.079
7/4/2016,668.624,739244,289733,213749,1.608,1242596531,0.173,0.0852,9.536,10508455195,8120,200.473,21181,10.772,1.441,441260,19.049
7/5/2016,669.77,789077,285564,214814,1.697,1052637721,0.174,0.0867,9.931,10528996251,6395,181.323,22046,11.316,1.519,426264,19.076
7/6/2016,670.711,797465,282272,214551,1.512,978686263,0.174,0.0882,10.286,10546232361,6365,170.971,23770,11.25,1.567,391335,19.084
7/7/2016,640.923,821418,281849,215411,1.487,1391821840,0.168,0.0854,10.511,10080075893,8465,178.018,23909,11.968,1.624,390884,19.117
7/8/2016,644.648,779762,271415,210556,1.585,1037900194,0.175,0.0844,9.931,10140878193,7002,184.772,23469,11.658,1.556,398382,19.279
7/9/2016,649.595,657970,250182,185256,1.32,870245397,0.166,0.0873,9.664,10221044765,6621,140.04,25041,15.049,1.495,396352,19.233
7/10/2016,645.327,585731,233709,162452,0.78,697759476,0.153,0.0845,9.231,10155909026,6042,128.633,20364,12.516,1.941,348927,19.242
7/11/2016,646.33,793204,285819,217946,0.764,939261682,0.17,0.0869,10.07,10172943711,6591,201.352,22699,10.94,3.11,429180,19.24
7/12/2016,653.631,775743,289119,218891,0.78,1021453097,0.153,0.0784,10.07,10289039251,6905,163.146,22223,11.011,2.785,392187,19.24
7/13/2016,659.574,819940,282826,216374,0.739,935077735,0.162,0.0886,11.163,10383763482,6865,196.125,22998,10.701,3.195,362818,19.302
7/14/2016,655.688,798355,281682,217554,0.849,829926530,0.173,0.0855,10.213,10323646101,6316,188.938,21544,10.087,3.161,398175,19.347
7/15/2016,658.89,790134,282033,215946,0.824,1428560625,0.169,0.087,10.667,10375223239,10215,216.696,20434,9.266,3.171,391889,19.359
7/16/2016,660.703,688396,250710,182035,0.817,862870923,0.184,0.0844,9.172,10404883846,7128,165.414,18987,9.402,2.519,410103,19.308
7/17/2016,667.464,709273,233619,170864,0.779,1031829938,0.187,0.0859,9.664,10512671584,8022,157.608,19456,9.881,2.508,371105,19.225
7/18/2016,675.134,819013,285513,222687,0.805,949529710,0.179,0.0915,9.73,10634722743,6891,227.995,21330,9.266,3.096,424993,19.234
7/19/2016,668.951,860706,282138,222018,0.754,982620651,0.186,0.0907,11.25,10538561679,7646,238.024,23226,10.293,3.724,395388,19.171
7/20/2016,667.413,798701,289388,227279,0.853,994832093,0.189,0.0905,9.6,10515412802,7209,210.515,22621,9.473,3.312,397145,19.233
7/21/2016,662.495,809190,277580,217473,0.789,934640906,0.184,0.0907,10.827,10439159647,6719,234.571,20837,8.957,3.509,413155,19.241
7/22/2016,659.521,863906,285242,221275,0.777,985765634,0.194,0.104,11.163,10393391222,7212,247.283,20712,9.06,3.888,406649,19.3
7/23/2016,653.666,826219,254801,195665,0.831,735476332,0.201,0.103,10.992,10302181746,6123,207.8,18351,8.718,3.539,395233,19.299
7/24/2016,656.306,791469,247608,183766,0.765,901069996,0.182,0.0935,11.613,10344863558,6616,196.826,18766,8.718,3.182,373150,19.364
7/25/2016,656.119,909912,304986,239584,0.795,782737114,0.191,0.104,10.992,10342929594,5283,207.107,22664,9.266,4.086,442602,19.321
7/26/2016,651.943,922964,306672,237544,0.799,1081556485,0.194,0.103,11.163,10278167804,6337,229.058,23499,9.951,4.208,445910,19.336
7/27/2016,652.979,921705,298171,235475,0.808,1156462939,0.208,0.113,11.25,10295562530,6971,239.752,21902,10.293,4.475,427092,19.307
7/28/2016,654.826,875161,300770,234727,0.83,1065131519,0.2,0.105,10.588,10325726358,6935,231,23727,8.652,4.045,422943,19.245
7/29/2016,655.218,822289,285739,231267,0.816,959699567,0.205,0.113,9.796,10333025242,6057,261.94,20354,8.924,3.786,113337,19.244
7/30/2016,655.252,870078,259026,199365,0.72,539162962,0.216,0.122,12.101,10334765682,6169,237.837,17310,8.891,4.234,306460,19.245
7/31/2016,636.085,794489,253688,192100,0.865,774259277,0.24,0.127,9.351,10033407872,6148,210.89,17590,9.13,3.635,420832,19.148
8/1/2016,620.444,814100,297435,224896,0.793,738715349,0.202,0.112,9.412,9787886474,4759,209.399,22021,9.906,3.688,447337,19.093
8/2/2016,595.245,859259,322032,250944,0.707,1511811162,0.193,0.119,9.351,9391485032,8385,270.347,27947,11.764,4.059,470680,19.126
8/3/2016,552.184,790970,313210,241616,0.754,838752182,0.173,0.099,8.675,8713151821,5732,217.449,33437,20.639,3.521,447802,19.035
8/4/2016,572.822,780660,300089,231682,0.72,1222587226,0.172,0.104,9.412,9040006079,7424,209.275,25150,14.241,3.511,437325,19.005
8/5/2016,573.026,700963,299098,228075,0.763,946683575,0.187,0.0942,8.521,9044317298,5752,186.638,25115,11.145,3.411,418707,18.952
8/6/2016,575.443,619162,262990,195503,0.706,559429850,0.176,0.078,8.675,9083680326,4472,178.387,20484,9.081,2.798,387108,18.905
8/7/2016,589.396,768238,248428,192266,0.744,607206279,0.205,0.106,9.73,9305154715,5744,207.689,20769,10.319,3.497,390587,19.268
8/8/2016,589.032,839163,303025,235147,0.785,656253005,0.217,0.11,9.73,9300512555,4933,182.989,24232,10.113,4.467,469541,19.28
8/9/2016,586.113,880452,306931,231276,0.648,920698003,0.188,0.113,11.613,9255504750,5678,205.026,24435,9.287,4.576,430639,19.242
8/10/2016,589.594,834539,319379,244589,0.795,910509059,0.182,0.113,9.536,9311388536,5238,175.258,30224,8.875,3.85,488493,19.084
8/11/2016,592.19,860390,330506,254365,0.835,784485327,0.186,0.118,9.6,9353505372,5245,177.694,23497,9.081,4.091,463192,18.821
8/12/2016,586.987,805191,307572,232824,0.744,828930539,0.178,0.107,9.664,9272427365,4847,215.464,25008,8.462,3.662,437955,18.774
8/13/2016,586.74,665032,274992,214406,0.752,608757705,0.172,0.0987,8.834,9269606268,5602,210.047,21026,8.875,2.99,410826,18.771
8/14/2016,576.272,639670,270190,200011,0.755,578163806,0.178,0.104,8.834,9105400877,4944,196.67,24566,7.843,2.938,394563,18.769
8/15/2016,569.003,809687,276740,202750,0.655,853818491,0.192,0.103,9.863,8991704085,5824,212.707,25180,8.668,3.612,461779,18.754
8/16/2016,571.996,919992,336091,254296,0.691,1048494190,0.187,0.112,10.667,9040057860,6221,200.447,23549,8.462,4.695,493590,18.751
8/17/2016,574.509,949718,322568,237880,0.672,807356243,0.178,0.104,11.707,9080745735,4826,177.838,22643,9.287,4.578,466782,18.726
8/18/2016,573.871,798776,320596,239387,0.757,972277893,0.183,0.104,9.351,9071543869,5576,189.454,20849,8.875,3.823,429466,18.708
8/19/2016,574.592,790719,318964,245941,0.715,856252373,0.189,0.115,9.351,9084044659,5549,214.331,18562,8.668,4.031,425432,18.692
8/20/2016,577.708,713966,287944,208069,0.673,911496553,0.17,0.107,9.29,9134415715,5856,159.995,14687,7.843,3.065,453235,18.546
8/21/2016,580.948,614827,262973,184741,0.705,556537103,0.159,0.0966,8.834,9186763094,4204,143.726,14412,8.049,2.428,385756,18.526
8/22/2016,582.629,784796,311918,228215,0.683,947533423,0.168,0.099,9.114,9214533964,5062,174.672,18821,9.081,3.225,459903,18.531
8/23/2016,584.169,828889,315492,238874,0.663,1010822720,0.165,0.106,9.796,9240042736,5109,167.68,18812,9.494,3.553,452155,18.516
8/24/2016,580.74,756206,311175,234978,0.722,1043118540,0.16,0.105,9.474,9186878275,5262,156.385,19302,9.287,3.291,466246,18.616
8/25/2016,575.66,867973,305390,233879,0.613,990564004,0.159,0.107,11.077,9107605032,5246,186.958,20127,8.668,3.826,401522,18.614
8/26/2016,578.283,844329,303177,226635,0.702,989798943,0.159,0.105,10.909,9150048406,5336,183.798,19606,8.462,3.649,414477,18.618
8/27/2016,574.184,686820,270425,190954,0.743,676892144,0.167,0.0908,10,9086137177,4398,129.249,15956,8.668,2.992,410703,18.617
8/28/2016,572.17,608445,247605,174337,0.675,567836438,0.161,0.0894,9.474,9055294466,4268,130.672,17112,8.875,2.512,354909,18.602
8/29/2016,574.891,808839,296549,225133,0.629,744219660,0.164,0.101,9.664,9099453426,4373,182.76,22110,8.668,3.343,449032,18.614
8/30/2016,576.744,783145,339407,251838,0.75,744202679,0.155,0.104,8.78,9129861311,4186,177.927,18322,8.462,3.196,471368,18.521
8/31/2016,574.462,834663,309550,225226,0.631,795092143,0.159,0.0909,10.746,9094908334,4545,173.26,17456,8.255,3.598,447987,18.317
9/1/2016,573.069,849162,316754,237326,0.68,753339996,0.153,0.103,10.286,9073809835,4314,196.9,18373,9.494,3.503,426749,18.447
9/2/2016,573.174,726568,306405,225703,0.678,673237407,0.146,0.093,9.412,9076480666,4046,193.185,20605,8.255,2.913,433829,18.478
9/3/2016,579.773,769859,275683,182078,0.629,632951393,0.164,0.087,11.429,9182082014,4161,137.746,16664,8.255,3.171,407118,18.482
9/4/2016,604.208,579273,260378,183065,0.823,468967340,0.154,0.0825,8.045,9570024376,3823,120.766,16972,9.081,2.043,380235,18.529
9/5/2016,605.63,880216,314366,227543,0.623,805004180,0.168,0.0958,10.286,9593904837,4556,173.391,23183,8.875,3.48,465896,18.536
9/6/2016,606.793,866867,320591,231982,0.71,738757000,0.159,0.0951,10.588,9613392071,4183,152.855,35065,8.462,3.447,461272,18.572
9/7/2016,610.021,809249,328621,250657,0.736,727500461,0.155,0.0957,9.474,9665570335,3898,155.766,23060,9.287,3.249,476591,18.623
9/8/2016,621.285,814024,314918,226862,0.712,753060027,0.163,0.0932,10,9845222854,4450,154.51,19731,10.113,3.207,432427,18.641
9/9/2016,622.603,812951,306443,220392,0.732,836357374,0.179,0.108,10.141,9867233787,4972,181.137,19091,9.7,3.449,428543,18.61
9/10/2016,623.902,646521,281538,193165,0.758,619072985,0.165,0.0936,9.29,9888919407,4768,143.448,18701,9.7,2.575,404099,18.619
9/11/2016,620.306,591634,268064,180227,0.75,600767188,0.163,0.093,8.78,9833125845,5178,137.843,16124,8.875,2.263,398487,18.613
9/12/2016,607.225,690745,301897,208486,0.651,746671579,0.163,0.0911,8.834,9627004512,4865,159.985,18821,9.081,2.674,459518,18.659
9/13/2016,609.126,780788,326363,239721,0.749,793125942,0.173,0.11,8.727,9658397690,5059,186.404,20868,9.494,3.196,473180,18.613
9/14/2016,610.447,764124,314978,231644,0.671,730269493,0.164,0.0916,9.231,9680588638,4996,170.773,20554,8.462,3.101,432043,18.589
9/15/2016,609.706,752896,316561,233334,0.699,630192888,0.156,0.0965,9.351,9670033653,4083,171.669,21820,9.494,3.01,427832,18.582
9/16/2016,608.348,774544,290462,210989,0.629,865309237,0.185,0.108,10.36,9649673696,5477,180.569,20588,9.287,3.555,428124,18.585
9/17/2016,607.443,754301,308136,215366,0.737,514858612,0.163,0.0952,8.834,9636372408,4156,132.176,17201,8.875,2.753,455846,18.588
9/18/2016,607.971,678224,270262,191458,0.684,540534247,0.168,0.0962,9.931,9645981813,5159,139.855,13717,8.875,2.844,360162,18.58
9/19/2016,609.926,834958,308397,223407,0.67,676892913,0.181,0.109,10.827,9678108452,5660,185.278,13913,8.875,3.827,425006,18.614
9/20/2016,608.701,782574,327454,244164,0.725,941086652,0.17,0.11,9.536,9659683102,5739,182.494,26427,8.668,3.497,468695,18.629
9/21/2016,597.916,711269,321723,239050,0.749,779154732,0.162,0.105,8.675,9489661804,4666,178.95,18606,10.319,3.038,459657,18.618
9/22/2016,597.849,762499,310343,231086,0.592,969941995,0.162,0.106,10.213,9489834843,6015,192.074,18260,8.668,3.439,431972,18.625
9/23/2016,599.46,805178,310523,223051,0.689,851974361,0.161,0.0958,10.588,9516455808,6051,192.569,19726,9.081,3.414,422012,18.624
9/24/2016,603.368,635804,290269,208484,0.813,614479581,0.171,0.109,8.675,9579533308,5874,182.157,17748,8.049,2.765,424429,18.623
9/25/2016,602.605,570823,286053,195457,0.623,770114041,0.153,0.0904,7.784,9568668167,5731,142.14,17984,8.255,2.101,399415,18.59
9/26/2016,604.645,770752,335846,230616,0.602,1120833947,0.159,0.0907,9.412,9602455528,5968,149.968,20210,9.287,3.07,479715,18.587
9/27/2016,605.886,764157,346932,240168,0.706,728148064,0.159,0.0909,8.623,9623316729,4473,147.407,20912,9.081,2.931,489447,18.585
9/28/2016,604.801,782223,343979,234847,0.601,1247648373,0.167,0.0957,9.73,9607352871,6551,158.391,19750,9.081,3.383,462481,18.587
9/29/2016,604.65,832733,354073,242587,0.639,816374887,0.171,0.0957,10.07,9606078924,4579,152.311,21230,8.462,3.695,460805,18.724
9/30/2016,604.894,843274,360842,250801,0.678,1184226715,0.165,0.0957,10.141,9611030240,5939,155.172,17676,9.081,3.715,499898,18.723
10/1/2016,611.559,711194,315474,213773,0.643,721976249,0.168,0.0967,9.172,9718009195,4389,113.635,17285,9.096,2.908,445128,18.721
10/2/2016,610.758,718449,284203,192542,0.591,579365333,0.169,0.0966,10.213,9706488940,4500,105.207,16869,8.135,2.944,404625,18.719
10/3/2016,610.721,864471,378058,258654,0.742,977805172,0.178,0.0972,9.536,9706967613,4701,128.065,22770,8.787,3.835,567947,18.748
10/4/2016,609.337,823856,381942,264504,0.655,899836266,0.164,0.0964,9.114,9686121659,4388,128.919,20191,8.512,3.474,522537,18.728
10/5/2016,610.478,788829,378204,266644,0.678,1023325740,0.167,0.0991,8.623,9705473482,5268,120.762,19102,8.993,3.371,508775,18.737
10/6/2016,611.072,827318,396397,274325,0.654,1107313940,0.173,0.0967,8.944,9716185823,5100,110.871,19174,8.993,3.721,535241,18.694
10/7/2016,613.763,867413,377764,266181,0.623,1100552857,0.166,0.0971,10.07,9760205913,5474,123.155,21247,9.061,3.877,504849,18.688
10/8/2016,617.237,761159,357798,250503,0.68,1177819518,0.166,0.0976,8.521,9816550851,5852,107.801,18265,8.512,3.099,486564,18.699
10/9/2016,616.581,682170,298718,210388,0.606,1480926401,0.171,0.0975,9,9807427116,7902,118.028,17597,8.89,2.833,445996,18.696
10/10/2016,616.296,858339,310848,222872,0.533,1308669749,0.188,0.116,11.613,9804134096,7188,156.591,19079,9.268,4.195,430931,18.67
10/11/2016,631.621,923006,363115,263426,0.668,1435311807,0.194,0.114,10.36,10048892821,6863,150.614,20605,10.469,4.444,531545,18.701
10/12/2016,637.312,864463,333608,233296,0.672,1434435766,0.187,0.108,10,10140551273,7452,168.93,19254,10.675,3.659,463491,18.667
10/13/2016,635.764,911957,329110,229575,0.625,731122401,0.186,0.101,11.25,10117062700,5778,154.681,17289,10.297,4.028,448239,18.658
10/14/2016,636.521,858612,345118,239588,0.631,1110253819,0.181,0.101,10.588,10130119678,5366,133.141,17479,9.885,3.849,463279,18.641
10/15/2016,639.211,781569,313833,210306,0.671,1897738650,0.19,0.104,10.141,10174025238,10353,120.085,20593,9.371,3.409,413503,18.575
10/16/2016,639.793,758815,293777,197746,0.615,1348522139,0.186,0.116,11.077,10184424973,7958,107.5,18498,8.923,3.422,402396,18.568
10/17/2016,638.715,929590,343102,237107,0.628,968814765,0.195,0.12,11.52,10168303726,5079,120.269,18689,9.817,4.433,473540,18.573
10/18/2016,637.034,841766,359490,251366,0.687,1317774887,0.196,0.112,9.29,10142535762,6354,133.499,17940,9.268,3.836,474941,18.64
10/19/2016,632.653,807319,284815,198958,0.543,1052670107,0.198,0.114,11.52,10074001403,6157,140.218,20522,8.993,3.841,425182,18.611
10/20/2016,628.962,977349,389056,270246,0.716,1328602240,0.208,0.126,10.746,10016224642,5735,115.661,17281,9.2,5.065,545527,18.595
10/21/2016,631.236,791003,374469,265191,0.726,1821651461,0.181,0.118,8.78,10053481835,7546,133.86,15145,9.061,3.581,515509,18.571
10/22/2016,641.524,793790,314919,216559,0.566,670073577,0.197,0.116,9.664,10218658252,3998,128.173,13770,9.165,3.456,447836,18.544
10/23/2016,653.664,792254,280274,191434,0.678,1048223561,0.23,0.116,10,10413248467,6406,109.595,14832,9.716,3.617,409201,18.554
10/24/2016,650.557,886287,323256,226837,0.655,2184800552,0.233,0.118,10.07,10364916366,10712,151.843,18801,9.784,4.345,531408,18.577
10/25/2016,654.64,943845,340636,236891,0.661,1828519845,0.274,0.131,10.36,10431146588,8584,151.807,15756,10.401,5.398,562438,18.532
10/26/2016,665.07,974315,319072,223178,0.725,1264772009,0.369,0.143,10.435,10598494713,6574,142.053,17995,10.846,6.693,561011,18.564
10/27/2016,682.275,977543,428057,326226,0.787,2131075654,0.232,0.136,8.889,10873852215,7299,130.248,19247,11.499,5.201,643112,18.747
10/28/2016,685.356,816431,349817,250724,0.685,848933742,0.225,0.141,9.474,10924347446,4272,136.916,19798,12.287,4.149,499703,18.721
10/29/2016,705.335,772957,319869,229540,0.72,871797833,0.225,0.141,9.664,11244144286,4613,128.066,18463,13.215,3.782,460352,18.717
10/30/2016,704.786,626321,279725,207814,0.775,802744505,0.212,0.132,8.571,11236696231,4545,107.619,19812,11.156,2.898,408766,18.705
10/31/2016,698.831,810901,343489,241631,0.633,1040620958,0.221,0.126,9.796,11143227735,5218,151.569,23052,11.602,3.99,515181,18.668
11/1/2016,720.121,856969,343481,246506,0.737,1106760121,0.23,0.128,10,11484023198,5389,158.342,21499,12.673,4.201,539566,18.677
11/2/2016,724.827,903626,365751,268285,0.773,3228852258,0.215,0.126,10.827,11560386234,12914,143.358,20959,11.646,4.567,509816,18.71
11/3/2016,724.099,832530,371849,271843,0.764,4626841545,0.21,0.123,9.29,11549968500,18160,144.722,20253,12.673,3.919,513862,18.758
11/4/2016,698.792,956025,345334,247927,0.64,3837164588,0.238,0.137,12.414,11147657507,16600,137.719,18517,11.988,5.499,474308,18.763
11/5/2016,702.682,792371,337596,238068,0.795,3884932334,0.218,0.124,9.796,11210734022,17125,104.877,17653,11.303,3.861,478145,18.766
11/6/2016,708.671,730706,313657,225633,0.736,3559061340,0.222,0.128,9.412,11307589997,17148,107.792,20121,11.646,3.573,464241,18.772
11/7/2016,703.872,886636,378888,274135,0.705,2863038749,0.234,0.127,9.863,11232358091,11474,117.138,22734,11.646,4.766,531494,18.757
11/8/2016,705.761,866183,397130,295891,0.776,2205399643,0.213,0.114,8.521,11263790548,8338,103.963,22954,11.303,4.056,583441,18.852
11/9/2016,724.306,891716,368965,269948,0.751,1698112788,0.225,0.121,9.796,11561297172,7225,127.549,24370,14.729,4.361,544983,18.846
11/10/2016,714.235,804454,375423,271206,0.754,1089350023,0.217,0.113,8.571,11401861000,4629,118.442,20972,12.331,3.773,525704,18.831
11/11/2016,714.44,754730,349386,254456,0.705,810783233,0.204,0.11,8.834,11406627309,3913,114.224,19923,10.961,3.449,500894,18.809
11/12/2016,708.542,710320,335625,228718,0.741,563934215,0.204,0.112,8.571,11313914256,2937,106.14,17540,10.961,3.045,506675,18.805
11/13/2016,696.136,773316,311421,219515,0.646,622730749,0.199,0.11,10.141,11117266275,3582,99.78,19573,10.618,3.413,469471,18.806
11/14/2016,701.676,790145,376079,270334,0.776,835946349,0.206,0.111,8.372,11206984164,4010,121.958,22700,11.303,3.565,561487,18.78
11/15/2016,709.94,854329,389659,280196,0.716,1034687813,0.206,0.112,9.231,11340512720,4453,129.4,23129,11.303,4.012,569386,18.743
11/16/2016,721.652,791266,378650,289618,0.743,1174535047,0.198,0.112,8.421,11529005989,4870,112.656,23016,12.331,3.586,548689,18.759
11/17/2016,742.568,898316,383849,277301,0.715,963341912,0.238,0.126,9.057,11864743829,4290,121.591,22943,13.358,4.29,550422,18.79
11/18/2016,742.522,932310,382700,275777,0.706,891178540,0.225,0.123,9.73,11865482697,4319,122.745,22105,13.016,4.323,549150,18.765
11/19/2016,747.646,852791,352949,249618,0.684,710239653,0.216,0.123,10.141,11948746236,3347,111.862,20995,11.646,3.908,524407,18.75
11/20/2016,740.325,902223,343330,243463,0.649,718505388,0.222,0.132,11.25,11833058084,3574,98.216,17894,11.988,4.363,517241,18.703
11/21/2016,734.423,922410,393383,285654,0.73,962120473,0.244,0.147,10.36,11739893456,4022,111.042,22770,11.646,5.182,548221,18.642
11/22/2016,741.868,958802,396496,285501,0.689,1014063532,0.264,0.153,10.746,11860196434,4444,111.515,22500,12.331,5.717,515430,18.58
11/23/2016,742.446,950994,386411,276777,0.696,1061545675,0.292,0.148,9.796,11870683433,4618,115.817,21827,11.646,5.6,572136,18.72
11/24/2016,738.491,951631,440914,328376,0.775,1187915422,0.306,0.153,8.889,11808807066,4271,106.625,21061,11.646,6.29,627191,18.621
11/25/2016,734.983,942700,416766,315235,0.674,919676834,0.322,0.147,9.474,11754192628,3411,110.139,20433,11.303,6.778,591485,18.625
11/26/2016,734.786,944915,386876,277455,0.688,701778307,0.269,0.147,9.412,11752444101,3209,103.018,19734,11.303,5.054,580075,18.666
11/27/2016,732.631,821422,333810,237245,0.643,543179077,0.251,0.147,10,11719369482,2930,99.856,19864,11.303,4.317,509057,18.686
11/28/2016,732.658,909028,416237,298366,0.741,849370431,0.269,0.147,8.78,11721119460,3714,121.12,22289,10.961,5.077,619715,18.687
11/29/2016,732.374,906094,400441,289501,0.67,869780745,0.256,0.146,9.664,11718082227,3606,120.063,21602,13.016,5.149,569254,18.722
11/30/2016,737.759,912165,408621,292512,0.671,858133422,0.251,0.148,10.141,11805614214,3442,116.086,21457,11.988,5.314,544081,18.72
12/1/2016,747.59,899426,339377,239536,0.666,919443425,0.321,0.151,9.863,11964261805,4717,118.993,21117,11.988,5.331,542441,18.681
