Date,priceUSD,size,sentbyaddress,transactions,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,marketcap,transactionvalue,mediantransactionvalue,tweets,google_trends,fee_to_reward,activeaddresses,top100cap
5/27/2021,38812,899516,444499,213918,0.193,42353576022,11.995,5.438,12.308,726544689552,359587,1074,100263,167.874,8.296,754805,15.328
5/28/2021,36624,872404,463180,218192,0.205,73389096918,11.672,5.08,12.101,685619996554,486152,1007,104815,182.334,8.554,844453,15.304
5/29/2021,35265,867691,395271,198216,0.194,50144374631,8.436,3.522,12.414,660212648100,362660,752.603,98843,174.881,6.142,759213,15.341
5/30/2021,35480,822636,347329,179651,0.232,20802851482,7.231,2.84,10,664252195015,213617,725.123,109381,166.52,3.912,872686,15.33
5/31/2021,36154,851276,438660,226328,0.233,18327950776,7.266,2.965,10.213,676917079507,179821,971.947,101203,159.077,4.911,854540,15.32
6/1/2021,36599,876479,460996,234419,0.225,15832474023,7.381,3.08,10.141,685277218798,232637,950.284,105694,154.136,5.06,765486,15.381
6/2/2021,37295,822467,486717,250423,0.25,15231918123,7.615,2.954,8.675,698342547256,171600,865.239,92542,151.86,4.7,987067,15.39
6/3/2021,38539,840977,510989,255474,0.233,16302020460,7.525,2.965,9.796,721683500606,184357,901.467,88708,151.003,5.152,897967,15.361
6/4/2021,37117,816280,462360,236541,0.224,14145960603,6.644,2.635,10.992,695083303397,161320,848.513,184618,164.596,4.92,783651,15.394
6/5/2021,36607,678168,385858,194449,0.219,11924103613,5.58,2.071,10.992,685563096433,143921,727.213,174730,146.617,3.496,673290,15.394
6/6/2021,35953,555768,335962,185155,0.231,35879034159,4.384,1.238,9.6,673343594122,346058,621.883,211698,157.12,2.354,601459,15.41
6/7/2021,35888,797353,439958,235346,0.212,44824530505,5.269,1.717,10.827,672150431023,328847,864.655,172116,148.63,3.993,779317,15.438
6/8/2021,32877,829248,471786,246757,0.214,53003807246,4.696,1.389,9.664,615783449609,336602,909.827,187281,208.864,3.649,868700,15.421
6/9/2021,34833,660581,423177,210785,0.176,21102438297,5.509,1.701,11.429,652449565591,218923,934.595,297825,188.982,4.064,662160,15.404
6/10/2021,36990,894428,510219,252865,0.253,16990772897,6.783,2.434,12.203,692877224653,206447,981.397,192780,165.833,5.918,818042,15.463
6/11/2021,36990,851566,444572,216397,0.224,15568015426,6.958,2.654,13.714,692902481846,250106,966.458,145724,135.713,5.843,775297,15.466
6/12/2021,35728,814843,405772,222642,0.242,9713889061,5.695,1.955,10.909,669294022300,161942,684.135,133446,121.405,4.127,871005,15.482
6/13/2021,36366,652100,330944,186966,0.241,9346095980,4.515,1.518,10.909,681281589858,230003,719.822,149747,126.118,2.738,639050,15.476
6/14/2021,39660,747005,428199,242281,0.245,18206157982,6.165,2.389,10.667,743028377231,243277,909.689,173293,160.737,4.275,815431,15.469
6/15/2021,40204,772973,443257,241730,0.261,23952675828,6.443,2.483,10.992,753240222538,233337,940.462,139190,132.192,4.52,861692,15.498
6/16/2021,39423,833040,442342,252814,0.267,23588807629,6.094,2.296,11.707,738639151118,250695,840.639,116771,120.196,4.84,828607,15.523
6/17/2021,38607,727840,416213,237595,0.253,20214651724,5.097,1.804,11.077,723389388008,254760,800.748,122733,110.871,3.719,745385,15.525
6/18/2021,37005,741348,393441,222794,0.23,18973472658,5.16,1.616,11.613,693409961312,258339,802.283,125163,113.67,3.856,734593,15.538
6/19/2021,35757,793686,336784,186939,0.217,11482251400,4.712,1.648,13.981,670039025889,206369,766.207,98521,99.747,3.687,586764,15.54
6/20/2021,35080,910868,308785,167144,0.226,10990052410,4.769,1.473,13.714,657384614358,268040,757.63,100940,114.277,3.348,536746,15.566
6/21/2021,33176,880447,384401,204945,0.225,21036373250,6.518,2.336,13.714,621724070499,282976,974.027,153833,165.516,5.784,708189,15.56
6/22/2021,32011,867356,385925,196432,0.196,24660356338,7.789,3.36,15.824,599911100740,315555,1159,153834,217.752,7.756,678287,15.567
6/23/2021,33745,867412,419947,232603,0.241,21319509002,8.131,3.634,14.257,632425086864,264341,979.438,125027,156.49,8.157,733559,15.607
6/24/2021,33747,858685,411788,233173,0.239,21994140039,6.949,3.21,13.714,632484258208,268789,832.159,105656,132.941,6.821,734265,15.603
6/25/2021,33376,854211,391933,218135,0.229,32555007021,6.754,3.022,13.091,625547023191,363718,839.518,154086,136.265,6.036,738824,15.594
6/26/2021,31488,857993,324459,181539,0.183,25062597251,5.102,2.135,16.18,590174775638,307811,690.79,105096,122.604,5.025,589898,15.583
6/27/2021,33067,856535,255643,121480,0.17,13797785546,7.121,3.074,24.828,619794797592,347266,1032,122259,120.708,6.734,473970,15.598
6/28/2021,34472,874448,425476,220912,0.306,18763855073,8.373,3.917,16.364,646150411692,260018,967.045,128407,122.94,8.891,633796,15.599
6/29/2021,35544,864572,411674,205526,0.23,19715504596,9.192,4.496,16,666249595423,237973,988.299,120506,120.518,8.637,695330,15.607
6/30/2021,34930,878429,416484,215216,0.243,18186919492,9.919,4.665,16.364,654769452314,196531,947.62,110739,109.874,10.004,699872,15.615
7/1/2021,33731,867533,461838,233587,0.257,17750818544,10.654,4.886,15,632314327003,241264,883.226,110932,100.573,10.954,681470,15.592
7/2/2021,33285,848679,392516,188478,0.209,19384762039,10.942,5.273,16,623960578643,305908,976.801,101685,95.593,9.927,725046,15.508
7/3/2021,34298,847517,412124,237336,0.377,14008134344,8.555,4.087,11.339,642980671846,187228,634.422,92900,93.865,6.944,843046,15.374
7/4/2021,35271,851217,329197,171735,0.293,16911631191,8.92,3.886,12.522,661245376932,325788,760.977,85810,93.621,5.702,741258,15.389
7/5/2021,34100,802957,394868,223628,0.336,11573468700,7.25,2.661,10.909,639324786352,219568,789.405,88486,96.809,5.452,764497,15.389
7/6/2021,34153,729448,427151,228137,0.333,13142508309,7.047,2.779,10.141,640354620273,199415,810.878,95429,93.197,5.04,741669,15.398
7/7/2021,34557,720248,423969,221104,0.282,14520960137,5.915,2.068,11.707,647948224671,207074,864.741,111493,87.59,4.695,695389,15.347
7/8/2021,32896,629806,430843,230580,0.322,14185080053,4.177,1.48,10.36,616834593900,463739,784.864,108695,95.419,3.262,721103,15.341
7/9/2021,33163,697908,430067,227380,0.29,11977635901,3.92,1.274,10.992,621870272232,499498,751.882,98121,88.519,3.18,692997,15.339
7/10/2021,33705,473565,359242,187102,0.322,11207445474,3.458,0.914,8.944,632067403756,333989,653.954,85014,78.841,1.873,622112,15.352
7/11/2021,33795,614220,316578,166019,0.275,8296909419,3.773,1.004,11.52,633776724844,378164,620.816,70863,77.156,2.319,617224,15.35
7/12/2021,33701,707312,414366,220143,0.306,13988662044,4.397,1.318,11.429,632055289138,256595,751.644,98470,88.491,3.521,724554,15.332
7/13/2021,32855,690794,406438,229780,0.311,12192358830,4.537,1.27,10.588,616217393641,216536,750.624,141201,88.205,3.601,690550,15.332
7/14/2021,32489,525158,422466,236047,0.325,11986762432,3.429,1.004,8.471,609375766118,206898,716.436,98812,92.291,2.293,711381,15.327
7/15/2021,32109,739841,429187,226106,0.248,16363800845,3.227,0.77,11.25,602284376905,262533,794.361,92346,91.168,2.763,714198,15.332
7/16/2021,31750,562742,413909,223316,0.297,12231055118,2.458,0.574,9.6,595575743867,259940,715.468,86926,91.803,1.812,661189,15.355
7/17/2021,31556,475044,339875,181904,0.262,15303994562,2.188,0.415,10.07,591956104990,322240,629.852,73357,83.576,1.393,548038,15.233
7/18/2021,31763,480527,307130,160978,0.298,7945136415,2.38,0.325,10,595880906407,231237,644.551,75089,81.711,1.324,535632,15.22
7/19/2021,31188,557230,413339,226633,0.333,11001232041,2.614,0.267,8.471,585114953256,247413,719.669,83081,100.791,1.758,738844,15.227
7/20/2021,29837,817866,425501,230387,0.228,12601597123,2.308,0.353,11.803,559789752886,235672,777.263,102358,124.496,2.285,710781,15.181
7/21/2021,31172,711925,426461,235535,0.306,14264112899,1.914,0.301,9.931,584867227348,248098,767.957,150305,117.319,1.572,712527,15.158
7/22/2021,32128,561123,426408,230129,0.314,10648872815,1.984,0.247,9.412,602834558265,252322,712.937,106901,104.271,1.465,665540,15.183
7/23/2021,32475,638088,437264,230995,0.294,10287516807,2.716,0.258,10.667,609373513407,246200,683.385,87678,90.42,2.24,689222,15.18
7/24/2021,33847,506810,371912,197937,0.326,7584319588,2.192,0.229,9.351,635163309830,256729,650.839,97003,91.042,1.315,644547,15.17
7/25/2021,34348,463352,322024,174382,0.321,7835218282,1.917,0.231,9.412,644586044676,288217,608.537,83272,93.078,1.009,562016,15.151
7/26/2021,38286,697658,468668,261800,0.336,24605521087,2.673,0.462,9.6,718520390898,336028,882.946,184548,169.303,1.914,813251,15.11
7/27/2021,37661,594238,447660,255051,0.391,21887177113,2.373,0.505,8.471,706832144261,1092226,771.424,128220,125.001,1.491,797193,15
7/28/2021,39851,596190,448108,251066,0.344,45988099702,2.468,0.466,9.172,747980591042,645911,833.385,133752,119.1,1.561,749531,14.987
7/29/2021,39851,602587,459135,262452,0.395,22401730826,2.277,0.312,9,748021938925,396529,712.221,106512,105.66,1.478,772990,14.895
7/30/2021,39610,561745,470116,255251,0.359,20108147405,2.261,0.345,8.675,743541114237,280874,694.174,93955,100.997,1.386,726731,14.868
7/31/2021,41622,496825,385417,207190,0.362,12064269201,2.255,0.276,9.114,781349094171,410605,691.734,88543,105.527,1.125,643203,14.848
8/1/2021,41514,466881,339362,185003,0.346,69691989237,2.157,0.274,9.351,779359867404,737733,683.125,103030,100.899,0.99,598204,14.841
8/2/2021,39591,701183,428583,239134,0.354,38315782047,2.232,0.304,10.07,743284874676,447971,770.782,118549,98.758,1.487,795364,14.849
8/3/2021,38471,528978,440469,246029,0.352,26167556495,2.001,0.278,8.521,722313174585,388909,774.916,103494,93.233,1.198,738401,14.888
8/4/2021,38711,667680,434247,239460,0.312,28799684315,2.436,0.519,10.588,726838011932,383513,786.625,97689,91.483,1.743,719948,14.872
8/5/2021,39416,570476,448142,246015,0.372,19990546354,2.386,0.488,9,740113897459,294166,789.242,95549,92.621,1.468,744311,14.866
8/6/2021,41331,598875,468668,260651,0.355,29649779169,2.256,0.411,9.057,776120796444,317649,733.198,104769,100.373,1.413,764598,14.873
8/7/2021,43524,471340,380343,212062,0.397,11388119961,2.132,0.295,8.623,817356157942,387330,715.536,110473,109.229,0.986,649344,14.855
8/8/2021,44325,467550,345303,191465,0.374,13029681500,2.277,0.294,9.114,832429516552,406420,695.9,97178,112.474,0.987,623887,14.873
8/9/2021,44866,640799,448082,252508,0.377,28959854958,2.405,0.38,9.474,842628229952,341058,792.835,121767,121.86,1.406,731312,14.93
8/10/2021,45589,585645,460494,260803,0.416,17864382694,2.44,0.378,8.727,856262102425,321061,782.737,113397,117.6,1.336,777299,14.92
8/11/2021,46075,656858,466829,262290,0.37,18586507731,2.33,0.417,9.796,865432703393,396221,813.431,99731,119.824,1.424,730122,14.937
8/12/2021,44927,612602,453385,250810,0.414,15096873420,2.301,0.45,9.536,843915403742,338771,750.856,98097,109.761,1.343,736917,14.954
8/13/2021,46133,710269,477233,260482,0.37,16937459456,4.176,0.93,10.141,866611894376,294295,786.812,98133,109.677,2.589,779165,14.961
8/14/2021,47095,462826,381246,208910,0.409,11714262228,2.456,0.455,8.78,884731579270,393612,707.311,81771,105.016,1.053,654208,14.973
8/15/2021,46413,457248,339706,186057,0.405,18282906930,2.427,0.334,7.912,871968687669,442226,694.865,77118,96.101,0.849,565199,14.978
8/16/2021,46913,667347,459064,263368,0.352,15351397427,2.909,0.412,8.944,881412981081,417099,762.003,99378,104.306,1.598,827154,15.023
8/17/2021,45963,732619,457754,257594,0.392,11975769171,2.793,0.393,8.372,863609146048,430103,818.145,98097,99.9,1.436,858443,15.026
8/18/2021,45125,741909,448133,247198,0.32,17202829312,2.813,0.512,10.667,847906179819,498242,797.566,96506,95.466,1.795,741448,15.019
8/19/2021,45200,680574,454704,253293,0.404,13822705375,2.304,0.389,9.351,849347810034,460364,759.619,102697,92.691,1.324,740851,15.017
8/20/2021,47750,689030,497408,271677,0.379,24954340027,2.768,0.547,9,897321828386,404216,810.311,113364,107.592,1.551,824065,15.021
8/21/2021,49017,532999,393660,219237,0.417,23747076314,2.553,0.465,8.471,921171812292,541917,717.271,83918,102.617,1.064,708347,15.038
8/22/2021,48868,499923,336240,190467,0.394,11541042360,2.983,0.684,8.78,918424724757,463883,635.285,79512,96.934,1.122,613683,15.05
8/23/2021,49864,542784,466625,270539,0.464,53191547551,2.642,0.463,7.31,937213405776,584248,836.929,139656,123.695,1.152,853732,14.985
8/24/2021,48904,656441,463180,263830,0.335,52668878665,2.781,0.602,9.351,919215446844,1510898,760.232,119165,113.625,1.536,801471,15.039
8/25/2021,48247,574399,460923,262849,0.38,57502348789,2.36,0.545,9,906914602693,773888,738.462,98782,99.196,1.27,759714,15.081
8/26/2021,47348,603328,458555,258444,0.329,93194817121,2.121,0.341,9.863,890054174396,861119,734.31,87815,97.548,1.253,737855,15.106
8/27/2021,47710,608296,462342,256667,0.335,99323061969,2.215,0.396,9.863,896912530746,728542,736.769,97836,92.068,1.29,700089,15.09
8/28/2021,48876,559167,399010,218127,0.341,88194000258,2.398,0.372,10.213,918875961855,783619,628.06,79411,82.745,1.201,662076,15.091
8/29/2021,48633,476359,345253,191494,0.361,92452918146,2.219,0.318,9.231,914354637146,926621,615.184,83476,84.591,0.889,577364,15.075
8/30/2021,48075,691995,441399,250820,0.327,94315934373,2.403,0.376,10.667,903887854840,769684,787.787,100326,85.879,1.465,773049,15.053
8/31/2021,47296,669263,494792,271019,0.35,84037004561,2.398,0.533,10,889291389533,673219,804.812,85170,87.466,1.505,757135,15.064
9/1/2021,47671,762442,515887,280728,0.35,73339775137,3.013,0.801,10.511,896377620051,701408,848.347,103531,86.028,2.031,775392,15.078
9/2/2021,49644,744633,532036,289751,0.371,68472593809,3.422,0.98,9.664,933532540176,718338,813.721,124469,95.036,2.101,878226,15.119
9/3/2021,49885,747107,509448,283843,0.363,45522396608,3.24,0.963,9.73,938110276178,530485,818.687,113030,92.314,1.955,866641,15.169
9/4/2021,50052,522816,427167,227577,0.363,29366649872,2.638,0.731,9.29,941294573957,612182,619.74,94327,84.169,1.224,703429,15.173
9/5/2021,50328,469897,371194,204902,0.37,20520727741,2.574,0.679,8.78,946544254680,533486,637.117,91052,86.581,1.013,606299,15.173
9/6/2021,51762,612422,459079,268705,0.387,25801513390,3.314,0.727,8.372,973568359487,685982,793.529,137763,100.07,1.576,826340,15.164
9/7/2021,49996,669053,495844,276471,0.337,31197370917,3.338,0.66,9.412,940404718771,690193,931.57,240284,172.619,1.895,788891,15.146
9/8/2021,46294,666506,482585,270341,0.312,21799790371,2.518,0.615,10.141,870797297499,568353,833.384,154503,158.081,1.631,793283,15.189
9/9/2021,46406,690216,518122,274247,0.314,18905117937,2.389,0.629,10.511,872947727944,650359,718.116,104725,113.683,1.623,789014,15.356
9/10/2021,45928,701901,483533,261235,0.306,317114882209,2.481,0.614,10.588,864006404396,1756251,688.953,100785,100.146,1.634,788144,15.451
9/11/2021,45367,600486,407878,218297,0.331,117161100874,2.252,0.52,9.73,853481234302,1159417,600.944,78525,87.076,1.159,764478,15.44
9/12/2021,45624,491351,358380,192544,0.314,70037972763,2.03,0.449,9.796,858369902640,1062781,575.533,77722,85.051,0.924,596399,15.442
9/13/2021,44807,621500,459338,255811,0.323,317786398177,2.674,0.708,9.057,843037551901,1758300,721.629,103761,93.527,1.514,754693,15.4
9/14/2021,46027,599399,491643,267959,0.315,383329472546,2.548,0.72,8.571,866039154333,1932378,717.117,91267,90.85,1.394,793939,15.218
9/15/2021,47555,736726,500251,268815,0.323,48228727220,3.018,0.863,10.141,894828089877,702497,773.643,109407,89.096,1.887,823392,15.186
9/16/2021,47895,817607,507192,271087,0.319,42137524406,2.966,0.808,10.588,901274010208,766989,719.701,90855,86.404,1.938,879832,15.185
9/17/2021,47571,720056,499224,270893,0.349,29613757834,2.631,0.712,9.796,895225295126,612387,714.99,101046,81.131,1.605,823793,15.177
9/18/2021,48211,563189,424384,227506,0.331,19832657077,2.457,0.572,9.29,907300405576,638205,593.076,82649,78.945,1.183,701986,15.185
9/19/2021,47731,462254,371685,200356,0.324,13134873924,1.965,0.474,9,898326569046,597599,549.251,74123,76.559,0.819,612716,15.194
9/20/2021,44664,686336,481249,270069,0.318,54875525317,2.297,0.579,8.78,840649439193,926030,760.432,131996,116.613,1.338,881190,15.183
9/21/2021,42474,715346,450648,244445,0.243,50975222329,2.568,0.641,11.707,799460340716,1953020,804.43,101636,115.326,1.887,720264,15.173
9/22/2021,42525,722889,482634,275101,0.303,48034404061,2.167,0.626,10.746,800453972762,777182,640.627,98217,101.94,1.647,783862,15.179
9/23/2021,44068,586041,490755,268524,0.327,43363899218,2.262,0.568,8.727,829551421768,716472,686.028,117001,93.862,1.32,761333,15.186
9/24/2021,43142,690244,526646,277417,0.279,46515226552,2.509,0.467,9.73,812151414994,659977,734.473,161656,131.823,1.715,831526,15.158
9/25/2021,42569,506589,415020,212431,0.263,32338096218,1.713,0.298,10,801410480115,1044174,561.584,97401,100.438,0.942,637156,15.161
9/26/2021,42793,545119,379325,195421,0.295,51290055495,1.854,0.27,10.36,805650461363,660507,546.746,85595,85.959,0.966,625469,14.838
9/27/2021,43533,599170,469864,255718,0.307,55281858402,2.156,0.307,9.29,819630864727,725241,749.681,103126,88.775,1.291,769933,14.821
9/28/2021,41958,631518,486965,262140,0.274,52751939970,2.186,0.356,9.474,790012112539,568181,624.836,99868,84.784,1.418,783442,14.813
9/29/2021,41870,662838,461283,241861,0.254,52740494241,1.956,0.422,11.077,788393390307,689433,732.17,110555,84.048,1.372,749276,14.829
9/30/2021,43259,757753,546517,292903,0.339,58294415358,2.182,0.469,8.421,814604016380,647260,702.555,109580,83.388,1.364,939577,14.845
10/1/2021,45991,712037,546456,276902,0.269,57910957229,2.699,0.66,10.286,866081778216,739993,814.956,149724,101.095,1.824,829881,14.78
10/2/2021,47827,543104,481514,259773,0.36,33703839651,2.011,0.497,7.66,900707095180,590829,576.722,89506,86.517,0.922,870431,14.79
10/3/2021,48014,559353,421363,217962,0.286,32562883256,2.202,0.481,9.6,904276940166,786980,592.125,97975,80.777,1.056,696221,14.783
10/4/2021,48102,686559,502822,268799,0.348,40121196189,2.455,0.515,9.231,905976116209,664986,780.106,132624,92.321,1.388,902667,14.796
10/5/2021,49987,724372,564604,312374,0.318,46661223262,2.447,0.544,8.78,941539504353,784081,743.998,153503,106.829,1.471,873880,14.772
10/6/2021,52731,696073,509538,267618,0.286,69913145473,3.55,1.078,10.992,993265750684,971558,929.341,195155,132.851,2.154,764948,14.734
10/7/2021,54374,854943,605841,325734,0.393,56964946871,4.498,1.548,10.213,1024256239132,752801,830.958,129606,117.954,2.968,997109,14.687
10/8/2021,54422,844820,540264,279908,0.32,48716310647,4.018,1.475,12,1025214831409,778394,791.978,107673,103.849,2.683,872102,14.748
10/9/2021,54742,707791,474569,246039,0.389,25740876807,3.268,1.063,9.6,1031278942748,710929,604.429,92850,95.598,1.543,853737,14.743
10/10/2021,55138,518114,405953,211347,0.359,25148017848,3.322,1.001,9.057,1038800198918,731880,642.022,91018,90.847,1.266,706038,14.743
10/11/2021,56648,725740,517886,280038,0.352,61029879355,4.189,1.436,9.863,1067294236897,882761,861.289,142028,116.075,2.22,840172,14.753
10/12/2021,56645,738196,516478,274021,0.338,47064176288,3.945,1.348,10.746,1067284130294,725758,848.771,114161,110.807,2.229,831512,14.754
10/13/2021,56000,627340,519221,288747,0.418,34729840593,3.264,1.093,8.521,1055199371357,631362,721.621,113945,101.051,1.569,863446,14.71
10/14/2021,57661,751365,536993,282246,0.324,44916567805,3.328,1.077,10.511,1086552261260,559810,817.672,130212,109.297,1.868,807308,14.687
10/15/2021,59735,751697,575955,297605,0.383,60998131685,4.072,1.376,10.213,1125684928292,772432,900.812,232707,156.091,2.251,890834,14.718
10/16/2021,61309,735710,514921,269919,0.381,35224050514,3.564,1.217,10.827,1155393869674,667586,672.072,141705,131.638,1.853,840446,14.745
10/17/2021,60859,509725,428164,215723,0.428,24613296116,3.2,1.022,9,1146978623002,913733,653.93,111977,109.054,1.122,709904,14.732
10/18/2021,61801,672473,537634,285220,0.37,37832253744,3.43,0.989,9.73,1164790028245,872876,866.415,140381,131.239,1.683,842693,14.717
10/19/2021,62672,733630,569638,311863,0.443,43213382811,3.016,0.757,9.29,1181257161377,2236042,846.684,176844,150.464,1.526,929421,14.696
10/20/2021,64842,681986,544445,291664,0.377,49837645916,4.167,1.245,9.664,1222225858270,1090854,977.615,290630,194.172,1.974,843972,14.743
10/21/2021,64384,827285,575722,320595,0.419,52811558197,4.102,1.29,9.73,1213649218687,882843,840.552,186417,170.529,2.161,1000445,14.693
10/22/2021,62236,649333,534061,287392,0.411,43690100338,3.501,1.075,9.114,1173215957296,763353,799.709,147588,146.252,1.612,858752,14.674
10/23/2021,61072,592997,456090,223796,0.346,23279428057,3.041,0.828,9.931,1151332787489,732877,679.927,114275,115.578,1.216,712630,14.642
10/24/2021,60729,488516,421347,211067,0.42,25383491149,2.584,0.65,9.412,1144922353862,798221,657.191,106803,103.186,0.931,651413,14.651
10/25/2021,62611,604226,536374,284498,0.417,42547507862,3.086,0.534,7.912,1180468745450,714894,795.493,134501,117.933,1.219,953115,14.565
10/26/2021,62362,682014,548577,293879,0.358,55311928405,2.913,0.702,9.6,1175833646009,745406,766.064,125247,126.788,1.444,862821,14.578
10/27/2021,59558,635704,546046,291957,0.402,43990432728,2.559,0.6,9.172,1123035835863,595560,778.776,126449,134.236,1.263,843818,14.579
10/28/2021,60198,698921,575719,295405,0.357,43142224715,2.645,0.547,9.412,1135150480684,602662,746.805,125041,125.469,1.34,896187,14.589
10/29/2021,61532,609039,590250,305562,0.41,44485523031,3.153,0.643,8.421,1160369134511,624320,737.467,112918,110.148,1.445,886184,14.636
10/30/2021,61625,583959,518018,251906,0.371,25703984273,2.549,0.518,9.29,1162180646615,779302,664.413,91063,96.272,1.065,750737,14.648
10/31/2021,61102,623317,431519,217296,0.359,24045166744,2.528,0.468,10.36,1152369981816,746570,723.104,105589,98.011,1.025,795305,14.665
11/1/2021,61287,755586,555504,293134,0.377,41539945386,3.201,0.632,9.73,1155930643246,678449,848.879,112167,100.875,1.629,897568,14.685
11/2/2021,62481,762090,553003,297244,0.387,45216344245,3.679,0.949,9.114,1178498811230,741085,874.144,137644,106.291,1.742,867950,14.671
11/3/2021,62829,645429,556024,288585,0.365,45407406462,3.469,0.81,8.944,1185131694952,740620,826.408,127439,103.612,1.56,890217,14.718
11/4/2021,61830,732523,558818,288998,0.352,42555538384,3.505,1.015,10.07,1166348453891,900992,781.371,119426,98.168,1.801,859755,14.723
11/5/2021,61493,690394,559028,285791,0.377,39912984478,3.769,1.113,9.29,1160051161767,932179,780.222,115671,95.561,1.777,887858,14.734
11/6/2021,60938,525515,475651,236079,0.346,23128232613,2.779,0.795,9.351,1149638599103,1122003,660.536,97179,86.722,1.107,725124,14.711
11/7/2021,62105,552062,433740,225975,0.371,19335536476,2.647,0.702,9.412,1171717375969,950014,685.406,103642,87.12,0.998,702425,14.729
11/8/2021,65725,727985,531868,285671,0.338,69673974848,3.704,1.073,10.667,1240062042451,1346936,974.982,168461,128.578,1.873,857935,14.745
11/9/2021,67547,840374,592771,335259,0.45,52357347404,4.688,1.562,9.474,1274512840508,994924,862.828,189677,140.727,2.392,1051093,14.778
11/10/2021,66810,793099,557602,300876,0.389,42941419697,4.089,1.347,9.664,1260662962380,1023875,901.932,154746,128.519,1.94,860428,14.784
11/11/2021,64900,683536,546814,293507,0.381,41747080599,3.44,0.99,9.114,1224676876009,855885,736.361,131369,113.538,1.552,904906,14.818
11/12/2021,64162,695662,534789,281907,0.366,46481131975,3.388,0.986,10.141,1210814303973,917811,745.202,121364,111.473,1.65,820267,14.772
11/13/2021,64030,543408,475630,238481,0.393,23769823004,2.871,0.818,9.412,1208375903549,890365,650.09,120378,101.194,1.107,740931,14.779
11/14/2021,64468,483642,431571,223859,0.364,24526830315,2.497,0.637,9.172,1216713384642,872964,633.57,125767,99.486,0.877,707496,14.787
11/15/2021,65132,734774,530044,288284,0.356,50929879359,2.86,0.629,9.536,1229305949721,985657,782.731,137226,107.735,1.324,929778,14.784
11/16/2021,60894,691574,556177,300953,0.341,91151619473,2.626,0.622,9.6,1149379516424,2450460,819.448,141774,135.201,1.366,891864,14.821
11/17/2021,59850,732291,535018,290241,0.332,80681808603,2.777,0.657,9.664,1129732014407,1274281,754.404,128054,122.803,1.426,886183,14.811
11/18/2021,59049,689806,552554,293723,0.328,63638641827,2.365,0.595,10,1114653001133,1105959,777.006,134465,127.125,1.291,817116,14.674
11/19/2021,57169,705811,544917,284582,0.304,53544805999,2.652,0.766,10.511,1079225166530,924911,785.302,150357,122.422,1.519,844070,14.697
11/20/2021,58631,585914,480018,249507,0.342,31949323098,3.047,0.74,9.931,1106868016960,823777,625.183,128237,101.813,1.411,750953,14.717
11/21/2021,59111,618136,433492,222817,0.321,19316487199,2.449,0.506,10.909,1115980878378,950976,628.582,140192,95.376,1.107,708518,14.717
11/22/2021,57360,679292,477579,279024,0.325,45135932723,2.53,0.577,10.213,1082983697218,890870,731.825,132390,107.29,1.378,800554,14.677
11/23/2021,56882,640561,497766,283269,0.306,58759053100,2.468,0.619,10.909,1073997488080,879733,739.65,128649,114.046,1.468,794645,14.668
11/24/2021,56748,628281,519078,298752,0.339,88877369427,2.663,0.673,9.172,1071520450542,929537,709.448,116024,116.541,1.409,929968,14.631
11/25/2021,58177,685504,536543,287366,0.297,110487479066,3.008,0.896,11.077,1098557921820,1065622,711.029,114979,103.439,1.797,851445,14.644
11/26/2021,55921,720365,541991,292513,0.34,95852975754,2.786,0.988,10.909,1055999509142,960186,773.348,146605,130.559,1.737,871237,14.606
11/27/2021,54662,502435,450940,240616,0.303,32568865779,1.918,0.568,10.07,1032268954728,658998,600.906,120878,106.646,0.937,673657,14.593
11/28/2021,54581,508781,409089,213629,0.321,21426456561,1.881,0.453,10.36,1030788376124,821283,641.57,118553,100.147,0.841,708189,14.575
11/29/2021,57563,662325,539535,301154,0.324,53588226615,2.128,0.534,10.07,1087157920735,793897,748.183,142628,106.753,1.231,857331,14.539
11/30/2021,57338,663480,560218,293742,0.3,75230737020,2.467,0.748,10.746,1082962982467,831774,797.504,116550,108.296,1.487,794425,14.455
12/1/2021,57373,852915,538675,288285,0.346,69601863241,4.092,1.42,10.511,1083661246960,750398,845.407,138996,98.289,2.346,936971,14.599
12/2/2021,56692,822405,558192,313106,0.337,57555066246,3.418,1.222,9.29,1070850473733,691370,684.693,121726,94.268,1.912,1044904,14.737
12/3/2021,55868,581741,554089,289971,0.331,47501113911,2.559,0.921,8.571,1055350178920,674606,732.61,125774,99.258,1.25,901449,14.701
12/4/2021,49075,577291,513404,253519,0.266,81409741728,3.379,0.748,9.29,927076726602,846227,808.851,196868,222.647,1.771,803225,14.646
12/5/2021,49085,582849,418884,215047,0.295,45476087775,4.986,1.438,8.675,927312024861,665205,639.247,124214,154.957,2.064,859137,14.548
12/6/2021,48807,589435,516034,284295,0.294,70921283160,2.23,0.614,8.372,922115166515,935239,746.415,153780,147.834,1.194,922591,14.519
12/7/2021,50984,699900,534233,288189,0.275,52721786628,2.014,0.444,9.351,963293367821,924654,758.58,161163,128.827,1.17,896511,14.512
12/8/2021,50293,549495,483307,265942,0.279,39050953883,1.957,0.455,8.571,950342625189,818741,754.027,152439,114.993,0.976,786822,14.577
12/9/2021,49089,814262,498081,282612,0.287,33029726377,2.091,0.474,8.834,927593241659,543361,762.511,135187,116.485,1.169,976924,14.769
